,Unnamed: 0,author_id,created_at,edit_history_tweet_ids,id,public_metrics,text,likecount
33,33,40349928,2022-10-15 23:33:58+00:00,[1581428198411145216],1581428198411145216,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@KateIswell Hi Kate! It's ultimately up to the franchise owner to decide whether or not to participate in Order Ahead. You're always welcome to contact the drive-in directly and share your feedback. We hope this helps!,0
34,34,40349928,2022-10-15 20:46:33+00:00,[1581386064425410560],1581386064425410560,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@gingersnapSTU Hi! We do encourage you to contact the drive-in directly and ask to speak with the manager on duty. We’re also happy to put you in contact with our customer care team if you’ll send us a DM. https://t.co/nIi0t6yXAP,0
35,35,40349928,2022-10-15 19:06:51+00:00,[1581360975403368448],1581360975403368448,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@29erKing We are working on options to allow this type of customization in the app, Dee. Stay tuned!",0
36,36,40349928,2022-10-15 19:05:46+00:00,[1581360701524041728],1581360701524041728,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@BeauTIFFul_life Oh no! We encourage you to contact the drive-in you visited directly about this. Thanks!,0
37,37,40349928,2022-10-15 19:04:54+00:00,[1581360483713814530],1581360483713814530,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Gross_History Hi! You're always welcome to contact the drive-in you visited directly and share your feedback. Sorry to hear we disappointed you!,0
38,38,40349928,2022-10-15 17:00:00+00:00,[1581329051603566592],1581329051603566592,"{'retweet_count': 11, 'reply_count': 41, 'like_count': 93, 'quote_count': 2}",Who you got? https://t.co/TSinHsdnBI,93
39,39,40349928,2022-10-15 15:54:59+00:00,[1581312689217101824],1581312689217101824,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@Tim46023972 Hi Tim! Which drive-in are you referring to?,0
40,40,40349928,2022-10-15 15:21:03+00:00,[1581304152298119173],1581304152298119173,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@captncannaKC86 If you're having issues with a specific SONIC location we'd be happy to help, Chris! Feel free to send us a DM or contact the drive-in directly and share your feedback. https://t.co/nIi0t6yXAP",0
41,41,40349928,2022-10-15 15:19:56+00:00,[1581303870894280704],1581303870894280704,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@_MsKi2U84 Hi Rakita! You're always welcome to contact the drive-in directly and share your feedback with the manager on duty. Sorry to hear we disappointed you!,0
42,42,40349928,2022-10-15 01:57:48+00:00,[1581102006202413057],1581102006202413057,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@MackMagner Oh no! Sorry we kept you waiting, MacKenzie. We’d like to connect with you someone from our customer care team. Please DM us! https://t.co/nIi0t6hUyP",0
43,43,40349928,2022-10-15 01:57:10+00:00,[1581101846235877377],1581101846235877377,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@medievalmvb Hi there! Feel free to contact the drive-in directly and share your feedback. We’re also happy to put you in contact with our customer care team if you’ll send us a DM. https://t.co/ZDVOvdVUJ0,0
44,44,40349928,2022-10-15 00:20:16+00:00,[1581077460535296005],1581077460535296005,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@jorydee You're always welcome to contact the drive-in directly and share your feedback! We’re also happy to connect you with our customer care team if you’ll send us a DM. https://t.co/nIi0t6yXAP,0
45,45,40349928,2022-10-14 22:20:11+00:00,[1581047242038734849],1581047242038734849,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Itachi_HS We hate disappointing you! Have you already spoken with the drive-in about this? We’re also happy to put you in contact with our customer care team if you’ll send us a DM. https://t.co/nIi0t6yXAP,0
46,46,40349928,2022-10-14 21:54:30+00:00,[1581040779882942464],1581040779882942464,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@txgowan Oh no! We encourage you to contact the drive-in you visited directly about this. Thanks Dale!,0
47,47,40349928,2022-10-14 20:08:20+00:00,[1581014061877116928],1581014061877116928,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@dibrahim203350 This isn't what we like to hear, Danny! Send us a DM so we can get you connected with our customer care team? https://t.co/nIi0t6yXAP",0
48,48,40349928,2022-10-14 18:38:57+00:00,[1580991565807644672],1580991565807644672,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Baseclef74 Oh no! Sorry we kept you waiting. We’d like to connect with you someone from our customer care team. Please DM us! https://t.co/nIi0t6hUyP,0
49,49,40349928,2022-10-14 17:40:21+00:00,[1580976821004210176],1580976821004210176,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@WV_TN_DEM If you're having issues with a specific SONIC location we'd be happy to help! Feel free to send us a DM. https://t.co/nIi0t6yXAP,0
50,50,40349928,2022-10-14 17:00:01+00:00,[1580966671065522178],1580966671065522178,"{'retweet_count': 7, 'reply_count': 17, 'like_count': 69, 'quote_count': 0}",Raise your hand if you practice in your head 100 times before going up to order.,69
51,51,40349928,2022-10-14 15:29:55+00:00,[1580943994980532224],1580943994980532224,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@DMFrank_ We hate disappointing you, Dustin! Have you already spoken with the drive-in about this? We’re also happy to put you in contact with our customer care team if you’ll send us a DM. https://t.co/nIi0t6hUyP",0
52,52,40349928,2022-10-14 14:32:27+00:00,[1580929534194393088],1580929534194393088,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@catlady_456 We're so sorry to hear this. We’d like to connect you with our customer care team. Please DM us! https://t.co/nIi0t6yXAP,0
53,53,40349928,2022-10-14 14:28:35+00:00,[1580928558150844417],1580928558150844417,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@sleepyunic0rn We hate disappointing you, Stephanie! This was a limited-time menu item. We'll let our product development team know there's interest in bringing it to the permanent menu!",0
54,54,40349928,2022-10-14 00:41:51+00:00,[1580720505073516545],1580720505073516545,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Em_Panchita That's a long time to wait and we apologize. Will you send us a DM? https://t.co/nIi0t6yXAP,0
55,55,40349928,2022-10-14 00:37:27+00:00,[1580719396120502274],1580719396120502274,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@TimZaleski Hi Tim! You're always welcome to contact the drive-in directly and share your feedback with the manager on duty. We apologize for any frustration!,0
56,56,40349928,2022-10-13 23:50:18+00:00,[1580707532682952704],1580707532682952704,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@ThatGuyGlobal Hi! We're so sorry to hear you're having issues with the app. Can you give us some additional detail about what you're experiencing?,0
57,57,40349928,2022-10-13 22:39:39+00:00,[1580689753854599169],1580689753854599169,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@alancjohnston Sorry we kept you waiting, Alan! You’re always welcome to contact the drive-in you visited directly to connect with the manager on duty or use one of the resolution channels we’ve previously provided to you via DM. Thank you!",0
58,58,40349928,2022-10-13 21:24:29+00:00,[1580670835492151297],1580670835492151297,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@Forsaek That's a long time to wait and we apologize, Kaleb. Will you send us a DM? https://t.co/nIi0t6yXAP",0
59,59,40349928,2022-10-13 20:13:16+00:00,[1580652912883429376],1580652912883429376,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@mattjcote Hi Matt! You're always welcome to contact the drive-in directly and share your feedback with the manager on duty. We apologize for any frustration!,0
