,Unnamed: 0,author_id,created_at,edit_history_tweet_ids,id,public_metrics,text,likecount
13,13,40349928,2022-10-18 00:28:59+00:00,[1582166820533940224],1582166820533940224,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@jgrayalldayy Hi Jeremy! We'll let our product development team know there's interest in bringing it back!,0
14,14,40349928,2022-10-17 23:33:24+00:00,[1582152829950918657],1582152829950918657,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@jessneverjessie That is unacceptable and we apologize. Please send us a DM so we can put you in contact with our customer care team. https://t.co/nIi0t6hUyP,0
15,15,40349928,2022-10-17 23:32:44+00:00,[1582152662417436672],1582152662417436672,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@Turfro We take food safety issues seriously. Please send us a DM so we can connect you with our customer care team. https://t.co/nIi0t6yXAP,0
16,16,40349928,2022-10-17 20:55:42+00:00,[1582113143886520320],1582113143886520320,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@nicolehoffman_ Oh no! Thanks for letting us know, Nicole. We’d like to connect you with our customer care team. Please DM us! https://t.co/nIi0t6yXAP",0
17,17,40349928,2022-10-17 20:15:29+00:00,[1582103022405963777],1582103022405963777,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@iCodyOnline We apologize for any frustration, Cody! We'll pass your feedback along to this drive-in.",0
18,18,40349928,2022-10-17 15:03:37+00:00,[1582024538753490944],1582024538753490944,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@KKGG1208 Have you already contacted the drive-in, Karina? We’re also happy to connect you with our customer care team if you’ll send us a DM. https://t.co/nIi0t6hUyP",0
19,19,40349928,2022-10-17 15:02:54+00:00,[1582024360734621697],1582024360734621697,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@KendraTellah Hi! You're always welcome to contact the drive-in you visited directly and share your feedback. Sorry to hear we disappointed you, Kendra!",0
20,20,40349928,2022-10-17 14:54:46+00:00,[1582022313565835264],1582022313565835264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}","@funkmastergreg We'll let our product development team know there's interest in bringing it back, Greg!",2
21,21,40349928,2022-10-16 23:28:05+00:00,[1581789105347649537],1581789105347649537,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Micahz28_ Hi Micah! You're always welcome to contact the drive-in you visited directly and share your feedback. Sorry to hear we disappointed you!,0
22,22,40349928,2022-10-16 23:27:41+00:00,[1581789004751462400],1581789004751462400,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@alyknits Hi! Send us a DM with some details about your experience? https://t.co/nIi0t6yXAP,0
23,23,40349928,2022-10-16 19:27:46+00:00,[1581728629259907073],1581728629259907073,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@eathanmays1220 That's frustrating, we're sorry this happened. Send us a DM? https://t.co/nIi0t6hUyP",0
24,24,40349928,2022-10-16 19:16:57+00:00,[1581725903532400640],1581725903532400640,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@Michaeljspikes2 See u soon❤️🔥,1
25,25,40349928,2022-10-16 19:16:43+00:00,[1581725845348982786],1581725845348982786,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@xxBigDorkxx Got u,0
26,26,40349928,2022-10-16 17:00:01+00:00,[1581691445265764353],1581691445265764353,"{'retweet_count': 11, 'reply_count': 9, 'like_count': 71, 'quote_count': 0}","🗣️ IT’S OKAY TO SLEEP UNTIL NOON 🗣️
We serve breakfast all day",71
27,27,40349928,2022-10-16 15:00:48+00:00,[1581661444239605761],1581661444239605761,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@kelseylraposa We encourage you to contact the drive-in you visited directly about this. We’re also happy to connect you with our customer care team if you’ll send us a DM. https://t.co/nIi0t6yXAP,0
28,28,40349928,2022-10-16 15:00:01+00:00,[1581661244704317440],1581661244704317440,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Bruhnthony Hi! Have you already spoken with the drive-in about this? We’re also happy to put you in contact with our customer care team if you’ll send us a DM. https://t.co/nIi0t6hUyP,0
29,29,40349928,2022-10-16 14:54:50+00:00,[1581659941525299203],1581659941525299203,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@cassfoz We'll let our product development team know there's interest in bringing them back, Cass!",0
30,30,40349928,2022-10-16 01:11:37+00:00,[1581452771500646400],1581452771500646400,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@armanixx4 Oh no! Sorry we kept you waiting, Nadia. We’d like to connect you with someone from our customer care team. Please DM us! https://t.co/nIi0t6hUyP",0
31,31,40349928,2022-10-15 23:36:40+00:00,[1581428877297012737],1581428877297012737,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@CoffeeTrees2 Sorry to hear we disappointed you! You're always welcome to contact the drive-in you visited directly and share your feedback.,0
32,32,40349928,2022-10-15 23:35:52+00:00,[1581428674494361600],1581428674494361600,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@TxSteveO Hi Steve! If you're having issues with a specific location we'd love to help. Feel free to send us a DM. https://t.co/nIi0t6hUyP,0
