,Unnamed: 0,id,public_metrics,text,likecount,author_id,created_at,edit_history_tweet_ids
232,237,1581267153507913728,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein @popatop40 PLEASE BRING BACK GREEN APPLE PLEASE!!!!!,0,,,
233,238,1581238326308134913,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein  she loves you. 🤣🖤 https://t.co/veFqb2JTZw,0,,,
234,239,1581237813114126336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein,0,,,
235,240,1581179812017672194,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@sonicdrivein Normally I would, but I use the Sonic app. Skips the anxiety.",0,,,
236,241,1581157229972967424,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein why don't you live close to my house lol,0,,,
237,242,1581152361556287488,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Shout out to @sonicdrivein for sponsoring my tonsillectomy recovery. That crushed ice and slushees are the only way I’m staying hydrated,4,,,
238,243,1581141862630723584,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Glad that 'no ice' at @sonicdrivein means full the cup 3/4 full of ice 🙄,0,,,
239,244,1581125129010294784,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@sonicdrivein  How y’all only serving drinks on a Friday night🤔🤦🏽‍♀️🤷🏽‍♀️,0,,,
240,245,1581119457711095808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein Only at Starbucks 🤷🏼‍♀️,0,,,
241,246,1581117997510725632,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@hshae @sonicdrivein Only reason I pull into sonic is because their updated design looks like a car wash.,1,,,
242,247,1581102652108472321,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@BirdyLovesIt There’s not even a @sonicdrivein  within an hr of me so I’ve never had it.  But fingers crossed one day they build one near me so I can try it.,0,,,
243,248,1581100395891286021,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein their solution is two BOGO breakfast coupons which is an even bigger joke. Also the two bags of ice I got are now water because they brought me those 45 minutes ago. An absolute masterclass in poor service,0,,,
244,249,1581100044396417024,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",@sonicdrivein your service is an actual joke. I have been sitting at your Parmer Lane location in Austin for an hour and 20 minutes waiting for food. It took an hour for a manager to come out. Then 20 minutes later they brought me the wrong food and I continue to wait.,0,,,
245,250,1581099940478320642,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",time-saving first-time use of @sonicdrivein app off to a bumpy start as they first asked me to pay for someone else’s order &amp; then admitted they gave my prepared order to the wrong car &amp; I’m now parked as they make it again,0,,,
246,251,1581093543523016704,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Travel tip of the day: Find your nearest @sonicdrivein #sonic #goodeating #delicious,0,,,
247,252,1581091967848497152,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@sonicdrivein Ya and then you know what SUCKS? After doing all that,  the menu item you choose to order is freaking DISCONTINUED!!!!! 😡😫 #bringbackthechurroshake",0,,,
248,253,1581091544748085248,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}","@sonicdrivein Listen, I've had it with y'all being meanie pants. You keep discontinuing the good stuff off the menu. This time the legit BEST THING you've ever had in the history of Sonic, you give the ax!!! Like what the drive thru?!?!",0,,,
249,254,1581089262304272385,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein plz make broccoli cheddar tots a permanent item on your menu 🙏,0,,,
250,255,1581080856688726016,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",You know inflation is getting bad when @sonicdrivein is out here charging for pup cups now.,0,,,
251,256,1581072608363438081,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 1}",Thanks @sonicdrivein! 🥴 https://t.co/hrgZefnY4J,0,,,
252,257,1581071623645712384,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein has a frito chili cheese wrap but no longer carry the frito chili pie? I don't get it.,0,,,
253,258,1581067086943559680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Thank you to whoever made this cherry Limeade @sonicdrivein for putting their whole sonussy in it 😫,0,,,
254,259,1581064804487163904,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@heynickelhey @sonicdrivein Atta Boy!🥤🥤☺️😚✅,0,,,
255,260,1581058693914710018,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@sonicdrivein Raise your hand if you want a location in Arlington, VA 🙋🏽‍♂️",0,,,
256,261,1581057821902131202,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Went to @sonicdrivein and these mfs are still putting space jam legacy toys in kids meals. Bro it’s been well over a year since that came out wtf,1,,,
257,262,1581056312925790209,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@LilyBroome14 @haleyrose404 @sonicdrivein I’m a @sonicdrivein mozzarella sticks and corn dog gal!,0,,,
258,263,1581054649821380609,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",couldn’t be happier for @LilyBroome14 right now @sonicdrivein,0,,,
259,264,1581054009598971904,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",@LilyBroome14 @sonicdrivein people will never understand what this means to you,3,,,
260,265,1581051912153370625,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@JambaJuice Don’t think I’ve ever spilled my @JambaJuice , but there was a time when the lid wasn’t on my Route44 drink at @sonicdrivein when they handed it to me and it fell and splashed all over me, the door, the floor, and steering wheel… that was a fun (and sticky) day 😩",0,,,
261,266,1581046321771081728,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",Okay I'm done with @sonicdrivein. I keep giving chance after chance but this is not bbq chicken dog this is the bottom of the fucking fryer. There's not one actual piece of chicken here. https://t.co/aw9lF24QtT,0,,,
262,267,1581041433003274240,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@sonicdrivein Why practice when you can use the mobile app and talk to NO ONE! https://t.co/jIH5S4X83z,1,,,
263,268,1581041055939825664,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","Did your Cheddar Bite factory really burn down, @sonicdrivein? Or did the employee want all of the delicious cheese for herself? 🤔",2,,,
264,269,1581039842481537024,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",@sonicdrivein why does my fountain @cokezero always taste like @DietCoke?,0,,,
265,270,1581036149258465281,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@mdrupard8 @allen_kailei @sfccSBcoach @sonicdrivein 😂😂😂,0,,,
266,271,1581035973596487680,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@HamSalad2015 @allen_kailei @sfccSBcoach @sonicdrivein Haha well, thanks for the McDonald’s the other day at least. She did tell me that was on John 😂. I’ll try to get these girls a class on money management.",0,,,
267,272,1581035604850405376,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@mdrupard8 @allen_kailei @sfccSBcoach @sonicdrivein No chance.  She makes her own money, what she spends it in feels questionable though.  😂",0,,,
268,273,1581034917030662144,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@mdrupard8 @HamSalad2015 @sfccSBcoach @sonicdrivein very clever,0,,,
269,274,1581034062361554944,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",@HamSalad2015 @allen_kailei @sfccSBcoach @sonicdrivein If it makes you feel better… I think you bought some of these 😂,1,,,
270,275,1581033815580909568,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@allen_kailei @sfccSBcoach @sonicdrivein Where’s mine?,0,,,
271,276,1581029558500802560,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Nah @BurgerKing &amp; @CheckersRallys is better than @DairyQueen &amp; @sonicdrivein https://t.co/uKbRWiPdbi,0,,,
272,277,1581027891327868930,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@klillico72 @DonorsChoose Only $109 to go on my Golf @DonorsChoose project thanks to @sonicdrivein Please help me get our students active by learning how to play golf! https://t.co/9Gv04QFfhZ https://t.co/s9z2YWpQYP,0,,,
273,278,1581026295424503808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@JodySargent @sonicdrivein 😂 woof,1,,,
274,279,1581026055804309504,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@DMFrank_ @sonicdrivein Those fries look like pic 1 1, 2nd pick was my dbl cheeseburger from the other night. I see one burger and onion rings. You are not alone my friend https://t.co/c2NH9aHL3r",0,,,
275,280,1581022015812931584,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein I do!!   ✋🏻,0,,,
276,281,1581019464329400320,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein you guys need a pay at store option on your app.,0,,,
277,282,1581013939080478721,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@COYSeminoles @Aaroncabrera_ @ahaf21 @sonicdrivein Can’t be making me look like that lol,0,,,
278,283,1581013800924217344,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@DMFrank_ @Aaroncabrera_ @ahaf21 @sonicdrivein Literally pulling receipts,1,,,
279,284,1581011787813904385,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@DMFrank_ @Aaroncabrera_ @sonicdrivein 😭😭😭,0,,,
280,285,1581011568250101760,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@sonicdrivein 
Either get rid of your Wise, Virginia location, or fix it. Every time I have came here in the past few months I have waited 20+ minutes for an order (with only 2 people in line usually) that should take 3 minutes max.

Most unreliable it’s ever been",0,,,
281,286,1581011416940937216,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@ahaf21 @Aaroncabrera_ @sonicdrivein https://t.co/X7n0uF7XMT,0,,,
282,287,1581010718509654017,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Before, during, and after a @sonicdrivein wag cup! Big fan of the chef's finest! 😂 @dog_rates https://t.co/YmtaelXNcW",1,,,
283,288,1581010402322042880,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",@DMFrank_ @Aaroncabrera_ @sonicdrivein https://t.co/nkJQHUhNCA,2,,,
284,289,1581008982365200386,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}","@Aaroncabrera_ @ahaf21 @sonicdrivein Lmao that’s the price and tax. Idk why it’s rang up like that, but I can assure you it was one meal. Here’s the transaction if you need proof lmao https://t.co/VNlgzayXZr",1,,,
285,290,1581008754237054976,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Aaroncabrera_ @ahaf21 @DMFrank_ @sonicdrivein I’m glad someone else was sitting on the sidelines waiting for this to unfold as well 😂,0,,,
286,291,1581008359779508224,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",@ahaf21 @DMFrank_ @sonicdrivein Caught in 4K 😂,1,,,
287,292,1581008061929775105,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@DMFrank_ @sonicdrivein This got me thinking https://t.co/0zqzWbfwjv,1,,,
288,293,1581007742000836608,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@ahaf21 @sonicdrivein 3 meals? lol what makes you think what? I ordered a number 7 and that’s all 😂,1,,,
289,294,1581007468527656961,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@DMFrank_ @sonicdrivein Did… you order 3 meals just for yourself? Not judging. Just asking! https://t.co/wZLtoE1dAd,1,,,
290,295,1581006653494726656,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein Of course. I would hate to forget my lines in front of the drive thru goddess,0,,,
291,296,1580999153488134144,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein No I'm all set. Learned my lesson so I'm never going again. Funny thing is it was my first time in 15 years and 2nd time overall. Corporate will never fix the problem.,0,,,
292,297,1580989163930734593,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",@sonicdrivein went to a Sonic in North Syracuse. Paid 25 bucks for a long ass wait for subpar food. Got my order wrong as well. Never going again.,0,,,
293,298,1580987270672183297,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}","#FoodieFriday 
@tacobell
@Hostess_Snacks
@pizzahut
@BubbyBbq
@sonicdrivein
@BBQOasis
@WillowSeasonin1
@CharcoalMonkeys
@FriendThatCooks
@magnoliabakery
@homevsfastfood
@lets_eat_101 
@TemptingFoodNow
@DessertPassion 
@TwoBrosBBQ 
@Someburros
@KeystoneMeats
@bbq_bubba",4,,,
294,299,1580986543564804096,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@ThomasFortO @sonicdrivein ! it’s the playing games for me,1,,,
295,300,1580986264102129665,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","@BritaneeStevens @sonicdrivein Can we also talk about how cheddar bites are ""temporarily out of stock""  at every single Sonic?  If they are off the menu permanently, then just say that!",3,,,
296,301,1580980029466415104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@roboticjoey @sonicdrivein because they are delicious! $martfamilia,0,,,
297,302,1580975515397390336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein 🤚,0,,,
298,303,1580975093185843200,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",I have a really STRONG craving for @sonicdrivein ice today.  I need a bag of this stuff.,0,,,
299,304,1580974044194557957,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Hey @sonicdrivein what's the point of ordering ahead in the app if I check in a couple minutes after the arranged time &amp; still have to wait 15+ minutes to get my food?,0,,,
300,305,1580973251005943808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@RealMattSears @sonicdrivein I eat Sonic at least once per week.,0,,,
301,306,1580972618412224513,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@DMFrank_ @sonicdrivein Don’t sleep on that ultimate meat and cheese breakfast burrito,0,,,
302,307,1580969420788101133,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@sonicdrivein ....I'm still throwing a dart as I order........,1,,,
303,308,1580968726332993538,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein 🙋🏾‍♂️,0,,,
304,309,1580967596848869378,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein 🙋‍♂️🙋‍♂️🙋‍♂️,0,,,
305,310,1580967499382034434,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Damn @sonicdrivein why you do me like that and make it look like a penis? https://t.co/8bt2Eqjc9I,0,,,
306,311,1580966992940789762,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein They call me the one and done man,0,,,
307,312,1580966945784221696,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein 😭😭,0,,,
308,313,1580966899839512586,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein Sonic please respond to my tweets T-T,0,,,
309,315,1580957627973963776,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@COYSeminoles @sonicdrivein 😂 definitely relatable. Heifer does the same to me lol,0,,,
310,316,1580957427599802369,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@DMFrank_ @sonicdrivein That shit made me chuckle. Like calling a woman “homely.” Always sends me,1,,,
311,317,1580957100233981972,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@COYSeminoles @sonicdrivein Very puny lol,0,,,
312,318,1580956362917695488,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@DMFrank_ @sonicdrivein “Sickly” 😭,1,,,
313,319,1580944030053302273,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@PastyPops @sonicdrivein Tasted like they were cooked yesterday. Awful.,1,,,
314,320,1580943689890660352,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","@DMFrank_ @sonicdrivein Got those ICU fries, do better @sonicdrivein",1,,,
315,321,1580941777984712704,"{'retweet_count': 0, 'reply_count': 6, 'like_count': 2, 'quote_count': 0}","Come on, @sonicdrivein. What is this?  2/3 filled up and the fries look sickly… https://t.co/b2TX95T9RB",2,,,
316,322,1580934615782821888,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","I'm at @SonicDriveIn in Troy, MI w/ @rhine1rhine https://t.co/HF4C4fkLMb",0,,,
317,323,1580932640730804225,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}",Thank you @thehaleyarroyo for implanting a #ThoughtThursday! #SonicDrinkWinner @sonicdrivein @NewTechCoppell #CISDESLBIL #NTHCinspire https://t.co/194oeSQHgQ,10,,,
318,324,1580919132731899904,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","https://t.co/7C8PmTRds5 @Spotify
@LaunchingP @showinsomelove2 @KrocksPage @HelpingTeach @TMobile @Sethrogen @FurryFriendsDC @sonicdrivein",0,,,
319,325,1580917441886007297,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@Wendys @pandoramusic @tacobell Alright, and i would also like this added so you can compete against @sonicdrivein https://t.co/CgaqxVgzRy",1,,,
320,326,1580902808131629057,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Breakfast burrito (at @SONICDriveIn in Amarillo, TX) https://t.co/nmS3UeYqbP https://t.co/FybEwY7dRd",0,,,
321,327,1580890277706768386,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@_adorenaeee @themelaninobama @_royallxo @khilanii @sonicdrivein Fr lemme know wassup!,0,,,
322,328,1580862686761349121,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@sonicdrivein &gt; @Wendys &gt; @BurgerKing &gt; @innoutburgger &gt; @McDonalds  kinda tempted to put in n out lower out of spite of the fanboys, but I can't lie that hard.",0,,,
323,329,1580846237984530432,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@DonaldJTrumpJr here in reality real family members can text each other the middle of the night and then screenshot it and use it as evidence because we've been doing it for decades. - @sonicdrivein @Chase @portilloshotdog @FBIChicago @netflix @discord @Twitter @Twitch -@NATO https://t.co/WYz9ElYVJ2 https://t.co/R3y2SUPxtg,0,,,
324,330,1580813364997259265,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",I wanna go on a date to @sonicdrivein,0,,,
325,331,1580780517703573504,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Embarrassed @sonicdrivein is for cars only... 🚶🏼😹💔,0,,,
326,332,1580774180659732480,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Hey @sonicdrivein can y’all please restock items for the churro milkshake because it was the best thing to happen to me and I can’t get one anywhere anymore.,0,,,
327,333,1580761305145016322,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein Please fix your pickles...,0,,,
328,334,1580760044517236741,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@sonicdrivein after calling the number referred by the manager, guess what? They are forwarding back to the store manager to process. I have a feeling you are getting exactly what you want, which is my money, but without providing what I actually paid for.",0,,,
329,335,1580753245177548802,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@sfccSBcoach @sonicdrivein KBLY 💗,1,,,
330,336,1580753133340270594,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",@sfccSBcoach @sonicdrivein WE LOVE TEAM 7 &amp; YOU,2,,,
331,337,1580752714174464001,"{'retweet_count': 10, 'reply_count': 2, 'like_count': 29, 'quote_count': 0}","Find you a team that delivers you $.99 mozzarella sticks from @sonicdrivein late at night ❤️

#Team7
#Family
#KCBLY https://t.co/TE29DhEDiV",29,,,
332,338,1580752482367868928,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@sonicdrivein my yelp review will be scathing, but more importantly, my business is gone. You know your manager, representing your business, handled this? “I’m not providing customer service to you”. After STEALING my money.",0,,,
333,339,1580752136664928256,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein you guys just get to keep my money after giving me a misrepresented product?!?!?! That director’s number is disconnected. You realize you’re losing a customer for life. Why can’t I just get a refund??? https://t.co/TzMJisLQAN,0,,,
334,340,1580751061555744768,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@sonicdrivein your store at 2301 blanco rd hasn’t had ice cream in a month? I ordered a cream slush, and they gave be a slush mixed with half and half creamer?!?!? You call that acceptable? And the manager claims I can’t get my money back because I used credit card?!?!?",0,,,
335,341,1580749833199308800,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@sonicdrivein thank you for the mozzarella stick deal today, we look forward to the next one #Mozzday #MOZZGANG @Gingevitus https://t.co/XIMakuwVh7",1,,,
336,342,1580748121021157377,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@ImNotJakeRyan @sonicdrivein 😭😭😭😭😭😭😭,0,,,
337,343,1580746021704908805,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@livleann @sonicdrivein I’m about to write a letter to mr Sonic bc I’m tired of waiting for the return I want them noww,0,,,
338,344,1580745441590661121,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@bellamyunicorn_ @sonicdrivein Their mozz sticks are my favorite 😍,1,,,
339,345,1580745041823563776,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Em_Panchita @sonicdrivein But when I complain about sonic it’s a problem,0,,,
340,346,1580741829179211777,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@BritaneeStevens @sonicdrivein 🔪🔪🔪,1,,,
341,347,1580741724627816448,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 2, 'quote_count': 0}",where are my fried Oreos get them now  @sonicdrivein,2,,,
342,348,1580739759101517824,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@pinkladyfreedom @sonicdrivein @ejtaub Anything with strawberries doesn't have red 40, they're actually real blended strawberries.",0,,,
343,349,1580739679204188160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@goatgirl1976 @sonicdrivein @Popeyes !,1,,,
344,350,1580737865935646720,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@Destiny_Wasson @sonicdrivein Dang it I wish I knew this before my diet. I loveeeee cheese 🤤😋,1,,,
345,351,1580736110556479488,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@tbtrill @sonicdrivein Terrence nobody else charges for water. 😂,1,,,
346,352,1580733389250129920,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@ItsAJoshParty @sonicdrivein because of the classy delivery to your car,1,,,
347,353,1580729543546916864,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 7, 'quote_count': 0}",Hey @sonicdrivein what’s so special about your water that it costs money,7,,,
348,354,1580722093754236928,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein https://t.co/JCfGrOzTTa,0,,,
349,355,1580719066884767744,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",I just waiting in a @sonicdrivein drive thru for AN HOUR AND A HALF I’m going insane 🫠,0,,,
350,356,1580716950015336449,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein is playing Men in Black. I see who your audience is and I’m here for it… #millennial,0,,,
351,357,1580714024160833536,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Am I color blind or? @sonicdrivein 🤡 https://t.co/IMSxXWoTF1,1,,,
352,358,1580712175244496896,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}","Well, that's two Halloween Burger Adventures so far w the McBoo Pails still to come....then there's @sonicdrivein Where's the Ghostbuster toys? https://t.co/Y4ZXpfhHi1",5,,,
353,359,1580710566284259328,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein please bring back the Java chillers. I’m literally begging you,0,,,
354,360,1580707130025250817,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sonicdrivein i need you to recreate this EXACT cheese stick. This was a top tier cheese pull https://t.co/3cdpzopvVJ,0,,,
355,361,1580706885795094528,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",It’s our 3rd birthday. We are having a nice cheeseburger meal from @sonicdrivein with our sister from another mister @Lulabelle38655,2,,,
356,362,1580706505690865664,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@sonicdrivein Please follow back
it will really mean so much to me",0,,,
357,363,1580706475038560256,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@sonicdrivein why is your app ass,0,,,
358,364,1580704905286721536,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Idk abt y’all but the pickle burger @sonicdrivein &gt;&gt;&gt; 🤤💞,0,,,
359,365,1580698944308277249,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",I’m at @sonicdrivein don’t play like you ain’t know what today is,0,,,
360,366,1580696454875652096,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@QuinnEwers @sonicdrivein @XavierWorthy Cherry lime slush or grape lime slush,0,,,
361,367,1580693744789381121,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@Stephen_Snps @Plainrocker @sonicdrivein Thank you https://t.co/u7lUHVJAUZ,1,,,
