,Unnamed: 0,author_id,created_at,edit_history_tweet_ids,id,public_metrics,text,likecount
1100,1006,18956020,2022-10-19 17:18:19+00:00,['1582783213151260672'],1582783213151260672,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@brownpridek i ball hard.,0
1101,1007,18956020,2022-10-19 17:18:08+00:00,['1582783167420764167'],1582783167420764167,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@DavidBa23720371 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1102,1008,18956020,2022-10-19 17:18:07+00:00,['1582783161594876019'],1582783161594876019,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@64Dmorales AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1103,1009,18956020,2022-10-19 17:17:59+00:00,['1582783130292785154'],1582783130292785154,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@ajd3576 my man,1
1104,1010,18956020,2022-10-19 17:16:06+00:00,['1582782656789417994'],1582782656789417994,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@hXc_freakjthm AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1105,1011,18956020,2022-10-19 17:12:45+00:00,['1582781812916748288'],1582781812916748288,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@Lok_Khushrenada AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",1
1106,1012,18956020,2022-10-19 17:12:26+00:00,['1582781735044976642'],1582781735044976642,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@newsmommy AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1107,1013,18956020,2022-10-19 17:12:17+00:00,['1582781693873688593'],1582781693873688593,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@richardtimmons4 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1108,1014,18956020,2022-10-19 17:10:55+00:00,['1582781350566055937'],1582781350566055937,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Terrencemills AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1109,1015,18956020,2022-10-19 17:10:33+00:00,['1582781259121496065'],1582781259121496065,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@don_ald16 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1110,1016,18956020,2022-10-19 17:08:31+00:00,['1582780746875670528'],1582780746875670528,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@AceIsRad AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1111,1017,18956020,2022-10-19 17:06:06+00:00,['1582780140551299072'],1582780140551299072,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@MadisonHowlett1 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1112,1018,18956020,2022-10-19 17:05:31+00:00,['1582779992051617792'],1582779992051617792,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@JuanPue63559834 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1113,1019,18956020,2022-10-19 17:05:29+00:00,['1582779983634001920'],1582779983634001920,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@PaulGrazulis AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1114,1020,18956020,2022-10-19 17:02:13+00:00,['1582779162838061057'],1582779162838061057,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Inimitab1e_ AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1115,1021,18956020,2022-10-19 17:01:08+00:00,['1582778890405449728'],1582778890405449728,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@gerry_blackwell AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1116,1022,18956020,2022-10-19 16:59:23+00:00,['1582778450246455296'],1582778450246455296,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@SusanCrockford1 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
